"","Index","Movie_names","Year","Advisory_rating","runtime","genre","Ratings","Description","Director","Cast","User_votes"
"4381",7911,"Aimy in a Cage",2015,"TV-MA",79,"Drama",5.2,"Delinquent. Orphan. Painter.","Hooroo Jackson","Allisyn Snyder",541
"4382",7912,"Rescue Under Fire",2017,"TV-14",93,"Action",6.3,"In Afghanistan, a Spanish medevac is sent behind enemy/Taleban lines. Bad landing destroys the rotor. They are spotted by the Taleban. Can they and the chopper be rescued in time?","Adolfo Martínez Pérez","Ariadna Gil",1464
"4383",7917,"Everyday I Love You",2015,"PG",122,"Drama",7,"Two people bound together in the same journey of life and fall for each other in an unexpected way.","Mae Czarina Cruz","Enrique Gil",409
"4384",7920,"Harmonium",2016,"Not Rated",120,"Drama",6.9,"Toshio hires Yasaka in his workshop. This old acquaintance, who has just been released from prison, begins to meddle in Toshio's family life.","Kôji Fukada","Tadanobu Asano",2038
"4385",7926,"After Words",2015,"TV-14",91,"Drama",6.4,"A librarian facing a mid-life crisis travels to Costa Rica.","Juan Feldman","Marcia Gay Harden",733
"4386",7928,"Genesis Code",2020,"TV-14",85,"Drama",5.3,"Framed for the murder of his wife, David Harris ""Bryce McLaughlin"" senses Abby ""Elysia Rotaru"" guiding him to evidence to prove his innocence before time runs out.","Bryce McLaughlin","Bryce McLaughlin",11
"4387",7930,"Teenage Kicks",2016,"Unrated",98,"Drama",6.5,"The scars of our youth shape the adults we become.","Craig Boreham","Miles Szanto",595
"4388",7932,"Jonathan",2016,"Unrated",99,"Drama",6.3,"A young man learns that his dying father was once deeply in love with a man.","Piotr J. Lewandowski","Jannis Niewöhner",851
"4389",7935,"Baby Bump(S)",2017,"TV-PG",94,"Comedy",5.1,"A mother and daughter with opposing points of view both become pregnant at the same time.","Noémie Saglio","Juliette Binoche",1094
"4390",7937,"Yosemite",2015,"R",80,"Drama",4.8,"It's the fall of 1985. The intertwining tales of three 5th grade friends, Chris, Joe and Ted, unfold in the suburban paradise of Palo Alto, as the threat of a mountain lion looms over the community.","Gabrielle Demeestere","James Franco",765
"4391",7942,"Lara and the Beat",2018,"TV-MA",137,"Drama",6.4,"Lara and the Beat is a coming of age movie about the young and beautiful Giwa sisters caught in the center of a financial scandal with their late parents' Media Empire. The sisters are ...                 »","Tosin Coker","Ademola Adedoyin",105
"4392",7946,"Kadhalum Kadanthu Pogum",2016,"M",136,"Comedy",7.3,"An unlikely romance brews between a tough-acting thug with a tender heart, and a recently single, IT consultant neighbor, in this lighthearted and wacky twist of a romantic comedy.","Nalan Kumarasamy","Vijay Sethupathi",2495
"4393",7951,"Postcards from London",2018,"Not Rated",90,"Drama",5.1,"A stylish, sexy film about a young man's journey into an unusual form of escort work, set in an imaginary vision of London's Soho.","Steve McLean","Harris Dickinson",898
"4394",7952,"Lost After Dark",2015,"Not Rated",89,"Horror",4.8,"In this clever homage to '80s slasher films, a group of teenagers looking to party get stranded when their ride breaks down and end up being stalked by a cannibalistic killer.","Ian Kessner","Sarah Fisher",1862
"4395",7953,"Escape 2120",2020,"TV-PG",107,"Sci",7,"A detached orphan teen escapes to the future in suspended animation, but when he arrives at a natural utopia, he must evade a lynch mob convinced that he's the prophesied Devil's Child.","Brian K Bennett","Edward Pritchard",11
"4396",7956,"Andover",2017,"TV-14",91,"Comedy",5.8,"A genetics professor clones his dead wife, over and over, in a desperate attempt to get her back exactly as she was.","Scott Perlman","Jonathan Silverman",3586
"4397",7960,"We Only Know So Much",2018,"Not Rated",88,"Drama",4.8,"Upon moving into her husband's childhood home to help take care of his elderly relatives, Jean Copeland, an emotionally withdrawn wife and mother of two, becomes embroiled in an affair with...                 »","Donal Lardner Ward","Jeanne Tripplehorn",101
"4398",7962,"Downriver",2015,"TV-MA",99,"Drama",6.1,"James has served time for drowning a little boy when he was a child, although the body was never found in the river. A visit from his victim's mother upon parole sends him on a quest to ...                 »","Grant Scicluna","Reef Ireland",473
"4399",7964,"Villmark 2",2015,"Not Rated",93,"Horror",5.2,"Five contract workers have taken on the task of tracking a huge old sanatorium for hazardous waste before demolishing. They realize that the job is more than a search for asbestos and mercury. The enormous building has much darker secrets.","Pål Øie","Ellen Dorrit Petersen",2359
"4400",7965,"Sunny Daze",2019,"TV-14",95,"Drama",5.4,"A life-altering friendship is formed between a man and 11 year old child after the passing of the boy's father.","Jason Wiles","Jason Wiles",80
"4401",7966,"Just Let Go",2015,"PG-13",106,"Drama",6.8,"After surviving a drunk driving accident that killed his pregnant wife and two kids, Chris Williams struggles to 'just let go' and forgive the young man who caused it.","Christopher S. Clark","Patrick Henry Parker",253
"4402",7970,"The Butterfly Tree",2017,"TV-14",97,"Drama",5.4,"Evelyn, a burlesque queen, bewitches single dad Al and his teenage son, Fin with her zest for life. When father and son discover they are competing for the affections of the same woman, old...                 »","Priscilla Cameron","Melissa George",406
"4403",7972,"Jabariya Jodi",2019,"Not Rated",125,"Action",4.4,"A thug helps kidnap grooms in order to avoid paying out dowries for their upcoming marriage.","Prashant Singh","Sidharth Malhotra",1162
"4404",7979,"The Last Family",2016,"R16",123,"Biography",7.5,"The story of a well-known artistic family: legendary painter Zdzislaw Beksinski, his wife Zofia and their son Tomasz, a highly-praised music critic and translator. Their lives were far from being usual.","Jan P. Matuszynski","Andrzej Seweryn",3405
"4405",7980,"My Best Friend's Wedding",2019,"TV-14",109,"Comedy",4.1,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.","Celso R. García","Ana Serradilla",498
"4406",7987,"As I Am",2019,"Not Rated",62,"Drama",9.2,"A story of a young man running from the truth about his childhood returns in order to correct his past but ends up discovering a side of himself that he suppressed.","Anthony Bawn","Andre Myers",1183
"4407",7988,"Naukar Vahuti Da",2019,"PG",120,"Comedy",5.5,"Shivinder, a family man and an aspiring song writer, is estranged by his wife due to his inability to perform either roles well and chooses to become his in-laws' driver to be able to stay close to his wife and daughter.","Smeep Kang","Binnu Dhillon",129
"4408",7989,"Virgin Hunters 3: Agents of Passion",2017,"Not Rated",83,"Comedy",5,"Earth is no place for virgins. The Virgin Hunters are back in the latest installment of the hit series that keeps - going.","Cybil Richards","Dru Berrymore",32
"4409",7996,"The Seeker",2016,"Not Rated",60,"Drama",7.8,"A daughter's idyllic life is turned upside-down by immense tragedy. As she grows older, her cynicism and apathy towards her new reality is challenged by a reminder from the past that sets her on a pilgrimage which will define her.","Jeff D. Johnson","Josh Radnor",109
"4410",7999,"Monkey Up",2016,"PG",83,"Comedy",3.8,"With their parents preoccupied with their new careers, a young girl and her brother befriend a talking monkey who is struggling to be taken seriously as an actor.","Robert Vince","Larke Miller",328
"4411",8002,"Emerald Run",2020,"PG-13",90,"Adventure",4.4,"A Desperate man gets involved in a risky plan to smuggle emeralds across the Mexican border in order to save his daughter's life. When the deal goes awry and he is left for dead.","Eric Etebari","Yancy Butler",68
"4412",8004,"Quezon's Game",2018,"PG-13",127,"Drama",7.5,"In 1938, Philippine President Manuel L. Quezon agrees to welcome Jewish refugees from Germany in the Philippines.","Matthew E. Rosen","Raymond Bagatsing",118
"4413",8005,"The Wrong Mother",2017,"TV-14",86,"Drama",5.5,"Kaylene Larsen's dream finally came true: beautiful twins from an in vitro procedure. But when Kaylene needs home care, the nurse she hires is none other than the egg donor herself -- and the crazy woman has come to claim ""her"" babies.","Craig Goldstein","Vanessa Marcil",345
"4414",8006,"I Am Not Madame Bovary",2016,"Not Rated",128,"Comedy",6.9,"After being swindled by her ex-husband, a woman takes on the Chinese legal system.","Xiaogang Feng","Chengpeng Dong",1992
"4415",8016,"Pray for Rain",2017,"PG-13",92,"Drama",5.2,"A journalist returns to the California farming community where she was raised only to find it has been ravaged by drought and has become a place ruled by gangs.","Alex Ranarivelo","Jane Seymour",933
"4416",8018,"Shatamanam Bhavati",2017,"Not Rated",129,"Drama",7,"The anguish that negligent children can cause is depicted here from the parents' perspective.","Satish Vegesna","Sharwanand",1112
"4417",8020,"Toxin",2015,"Not Rated",77,"Drama",2.7,"A pharmaceutical company recruits a well-known scientist to help develop a vaccine against a deadly virus.","Jason Dudek","Taylor Handley",1020
"4418",8023,"The Time of Their Lives",2017,"TV-14",104,"Comedy",5.9,"A former Hollywood star enlists the help of a new friend in order to journey from London to France for her ex-lover's funeral, with the various mishaps en route making the trip unforgettable.","Roger Goldby","Joan Collins",849
"4419",8026,"Hover",2018,"Not Rated",86,"Sci",3.7,"Drones are used in agriculture to optimize production and as sentinels. An employee discovers a connection between his job assisting in suicides and his employers' ownership of the drone manufacturing.","Matt Osterman","Cleopatra Coleman",491
"4420",8029,"Kee",2019,"Not Rated",138,"Action",5.2,"A man falls in love with a girl and tries to impress her. However, their life takes a serious turn when they fall victim to cyber-bullying.","Kalees","Jiiva",597
"4421",8032,"Nerdland",2016,"Not Rated",85,"Animation",5.3,"The story of two best friends whose dreams of success and stardom have fizzled, so they decide to become famous in one day - at all costs.","Chris Prynoski","Paul Rudd",967
"4422",8034,"Heaven's Waiting",2018,"TV-PG",90,"Drama",7.9,"Lisang is two years late. After dying from a complication of diabetes in her 60's, Lisang has overstayed in her waiting room in purgatory, occasionally causing other souls trouble for her ...                 »","Dan Villegas","Eddie Garcia",179
"4423",8038,"The Tenth Man",2016,"Unrated",82,"Comedy",5.8,"After years away, Ariel (Alan Sabbagh) returns to Buenos Aires seeking to reconnect with his father Usher, who founded a charity foundation in Once, the city's bustling Jewish district ...                 »","Daniel Burman","Alan Sabbagh",880
"4424",8043,"Srimanthudu",2015,"Not Rated",158,"Action",7.5,"Harsha, a multi-millionaire who has everything, still feels that there is something missing in his life. In an attempt to fill the void, he adopts a village to bring change in the people.","Koratala Siva","Mahesh Babu",10961
"4425",8045,"The Lady Terrorist",2019,"Not Rated",95,"Comedy",6.8,"An elderly woman decides to act on her own with a rifle as she gets fed up with injustice.","Radek Bajgar","Iva Janzurová",262
"4426",8046,"Fortunata",2017,"M",103,"Drama",6.2,"The story of a young mother (Jasmine Trinca) with a failed marriage behind her, who fights daily for her dream to open a hair salon, challenging her fate in an effort to free herself and gain independence and right to happiness.","Sergio Castellitto","Jasmine Trinca",1195
"4427",8048,"3 idiotas",2017,"PG-13",106,"Comedy",4.3,"A group of friends embark on a fun adventure determined to find a college roommate who disappeared without a trace on graduation day.","Carlos Bolado","Martha Higareda",849
"4428",8049,"Katti Batti",2015,"M",135,"Comedy",4.9,"A romantic comedy that follows Maddy and Payal's live-in relationship until a sudden turn of events creates a distance between them.","Nikkhil Advani","Imran Khan",2724
"4429",8052,"The Guest House",2016,"R",96,"Thriller",3.7,"When a single dad rents the GUEST HOUSE of a wealthy bachelor, he soon discovers his new landlord's generosity does not come without a price.","Maria Gargiulo","Tom Alper",199
"4430",8054,"Courted",2015,"TV-PG",98,"Comedy",6.6,"Michel Racine is a feared president of Assize Court, as strict with himself as with others. Everything changes when he meets again Ditte when she's selected as a juror in a criminal trial over which he presides.","Christian Vincent","Fabrice Luchini",1989
"4431",8055,"Lost Flower Eo Woo-dong",2015,"R",101,"Drama",5.7,"A triangular relationship between Eo Woo-dong, her husband Lee Dong, and fantasy character Moo-gong, highlights on the first half of the Joseon Dynasty and portrays the contradicted life of...                 »","Soo Sung Lee","Do-bin Baek",35
"4432",8056,"Pickpockets",2018,"TV-MA",108,"Crime",5.4,"Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogota from a master in the art of trickery and deception.","Peter Webber","Carlos Bardem",959
"4433",8057,"Sinister Squad",2016,"Not Rated",90,"Action",2.1,"When a supernatural cult threatens Earth, Alice must assemble a team of fairy tale villains to face the literal forces of Death.","Jeremy M. Inman","Johnny Rey Diaz",962
"4434",8060,"The Other Story",2018,"Not Rated",112,"Drama",6.5,"Two rebellious young women - one fleeing the chaos of secular hedonism for the disciplined comforts of faith; the other desperate to transcend her oppressive religious cross paths unexpectedly in Jerusalem, to startling consequences.","Avi Nesher","Sasson Gabai",300
"4435",8061,"Ingenium",2018,"TV-14",87,"Thriller",5.8,"As Felicitas' life is turned upside down she doesn't know if her nightmares are taking over or if something bigger is trying to control her - and the only way to find out the truth is her best friend Natascha who is locked up in an asylum.","Steffen Hacker","Anne Alexander-Sieder",68
"4436",8065,"Ambili",2019,"Not Rated",140,"Adventure",7,"Guileless like a child and ever so full of life, Ambili is beloved by everyone in his village. The story traces Ambili's outlook towards life and of challenges others surrounding him that face him on an everyday basis.","Johnpaul George","Soubin Shahir",1116
"4437",8069,"Beneath the Skin",2015,"Not Rated",87,"Drama",4.2,"After his family falls apart Joshua is forced to move to Canada to live with his estranged father. It is there he meets Jay, a local tattoo artist. The two becomes closer despite the negativity that surrounds them.","Aaron Ellis","Michael MacKinnley",254
"4438",8070,"An Almost Ordinary Summer",2019,"M",100,"Comedy",5.8,"Two families are brought together for a surprise marriage - between their patriarchs.","Simone Godano","Fabrizio Bentivoglio",493
"4439",8074,"The Final Master",2015,"Not Rated",109,"Action",6.9,"A Wing Chun master has to defeat 8 martial arts schools to open his own school, yet he has become a chess piece to the local power dynamics.","Haofeng Xu","Fan Liao",2082
"4440",8075,"Madha",2020,"Not Rated",113,"Mystery",5.3,"MADHA is a Sanskrit term which means ""insanity personified"". MADHA is a female-centered psychological thriller that revolves around a small-time proofreader Nisha.","Srividya Basawa","Trishna Mukherjee",450
"4441",8076,"Love Will Take Over",2018,"Not Rated",140,"Drama",3,"Sushrut, a garba teacher, who falls in love with NRI girl Michelle when she visits town during festival","Abhiraj Minawala","Sammy Jonas Heaney",1954
"4442",8081,"My Son",2017,"PG-13",84,"Drama",5.8,"The disappearance of his child sends a man on a dark path to find the truth.","Christian Carion","Guillaume Canet",1042
"4443",8084,"My First Miracle",2015,"TV-PG",111,"Drama",7,"This is the story of Angelica, a 16 year-old girl who's battling a rare kind of cancer called Myelodysplastic Syndrome, her struggles to try to live a normal life, and her hopes of finding her first true love before it's too late.","Rudy Luna","Sean Patrick Flanery",236
"4444",8094,"The Accidental Detective",2015,"PG-13",120,"Comedy",6.7,"A true-crime enthusiast and a washed up cop facing demotion launch a joint murder investigation to help a mutual friend who is wrongfully charged with murder.","Jeong-hoon Kim","Sang-Woo Kwon",774
"4445",8097,"Killer Raccoons! 2! Dark Christmas in the Dark!",2020,"Not Rated",96,"Comedy",4.2,"On a snowy Christmas Eve, former mild-mannered college student Casey Smallwood is released from prison after serving 10 years for underage drinking. Eager to get out of town, he hops on the...                 »","Travis Irvine","Yang Miller",57
"4446",8098,"Fotograf",2015,"R",133,"Biography",6.2,"The life and work of internationally renown provocative Czech photographer Jan Saudek.","Irena Pavlásková","Karel Roden",347
"4447",8099,"A Rising Tide",2015,"TV-MA",98,"Drama",5.7,"An inspirational story of redemption, A Rising Tide tells the tale of a young chef, Sam Rama (Hunter Parrish). After the destruction of his family's well-established Atlantic City ...                 »","Ben Hickernell","Hunter Parrish",395
"4448",8100,"About Love. For Adults Only",2017,"R16",109,"Comedy",6.1,"Several love stories in Moscow.","Rezo Gigineishvili","Anna Melikyan",707
"4449",8103,"Ordinary People",2016,"TV-MA",107,"Drama",7.4,"Jane and Aries are teenage parents. They make a living out of stealing on the streets... until fate hits back at them.","Eduardo W. Roy Jr.","Ronwaldo Martin",342
"4450",8104,"Female Zombie Riot",2016,"TV-MA",95,"Comedy",3.3,"Following the release of Zombie Women of Satan, the movie about the events of the first film, Pervo's career hasn't quite gone to plan. Shunned and unwanted, he's a fading star. But not to ...                 »","Chris Greenwood","Warren Speed",102
"4451",8106,"Skybound",2017,"Not Rated",82,"Action",4.9,"Five plane passengers are unable to land after a mysterious disaster happened on the ground.","Alex Tavakoli","Scarlett Hefner",2909
"4452",8107,"Sorry for Your Loss",2018,"TV-MA",100,"Comedy",4.9,"When a brand-new dad must return home to bury his estranged father, things get complicated when the dead man's final wish is to have his ashes scattered over the field of his favorite professional sports team.","Collin Friesen","Justin Bartha",361
"4453",8109,"The Christmas Project",2016,"TV-PG",92,"Family",5.4,"A writer looks back on his memorable 1986 Christmas, dealing with brothers, bullies, first love, pregnancy and family ""elving.""","Michael Buster","Jacob Buster",345
"4454",8110,"37",2016,"Not Rated",85,"Drama",3.9,"A powerful drama and a fictional account of the night Kitty Genovese was murdered in 1964, Kew Gardens, Queens, where 37 neighbors witnessed the killing and did not intervene.","Puk Grasten","Samira Wiley",554
"4455",8111,"A Friend's Obsession",2018,"TV-14",84,"Thriller",5.1,"When Megan's fiancé is killed, she moves cross country and rebuilds her life with a new boyfriend and a closer relationship with her sister. Once she befriends one of her old colleagues, ...                 »","Craig Goldstein","Karissa Lee Staples",285
"4456",8115,"iGirlfriend",2016,"Not Rated",85,"Comedy",2.7,"A teen comedy about a nerdy teenager who creates an iPhone app to be his girlfriend. When she miraculously comes to life, things go hilariously wrong, and she tries to kill him.","Scott Coones","Dalton Edward Phillips",244
"4457",8116,"Carry On Jatta 2",2018,"PG",149,"Comedy",6.9,"It revolves around the confusing and comic events that arise after Jass lies to Mahie about his family in order to marry her.","Smeep Kang","Gippy Grewal",942
"4458",8118,"Active Adults",2017,"Not Rated",80,"Comedy",5.7,"Malcolm and Lily try to start their lives as they watch Malcolm's grandparents' fall apart.","Aaron Fisher-Cohen","Jonathan Rosen",75
"4459",8121,"Sara's Notebook",2018,"TV-MA",115,"Adventure",5.9,"A Spanish woman travels to darkest heart of Africa looking for her long-time missed younger sister.","Norberto López Amado","Belén Rueda",2340
"4460",8127,"No culpes al karma de lo que te pasa por gilipollas",2016,"R",98,"Comedy",4.7,"The lifes of a Madrid-based feather-fashion designer and her whole family's completely tumbles after the appearance of a musician long-lost highschool crush who is involved with her model sister.","Maria Ripoll","Verónica Echegui",897
"4461",8139,"Vellai Pookal",2019,"Not Rated",122,"Crime",7.2,"A retired cop from India while on a trip to USA solves a series of clueless crimes in his neighborhood, relying only on his power of reasoning.","Vivek Elangovan","Vivek",1320
"4462",8143,"You Can't Say No",2018,"Not Rated",91,"Comedy",3.9,"Just days from signing divorce papers, Hank and Alexandra give their relationship one final shot by playing a game with only one rule: no matter what they ask each other to do, they can't say no.","Paul Kramer","Hamish Linklater",271
"4463",8144,"The Rise of the Krays",2015,"R",110,"Crime",4.9,"Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia.","Zackary Adler","Matt Vael",1771
"4464",8145,"What Lies Ahead",2019,"R",88,"Thriller",3.3,"When two young women are thrown together on an unexpected road trip, an aggressive peril emerges between them that grows stronger with each passing mile.","Rob Gardner","Rumer Willis",258
"4465",8148,"The Body Remembers When the World Broke Open",2019,"TV-MA",105,"Drama",6.8,"After a chance encounter on the street, a woman tries to encourage a pregnant domestic abuse victim to seek help.","Kathleen Hepburn","Elle-Máijá Tailfeathers",514
"4466",8151,"Ryde",2017,"TV-MA",84,"Crime",5.8,"Technology brings us closer. Or perhaps it brings strangers, a little too close. But how much can you really trust someone? With a new ride share service, you never know who you'll be getting in a car with. Or if you'll ever get out.","Brian Frank Visciglia","David Wachs",8229
"4467",8154,"Loveling",2018,"M",95,"Comedy",7.2,"Irene has only a few days to surpass the anxiety and discover a new strength before sending her eldest son away to the world.","Gustavo Pizzi","Karine Teles",1284
"4468",8160,"RX 100",2018,"Not Rated",153,"Action",6.9,"Believing his girlfriend loves him even after being married, a man waits for her return and in the process ignites violence.","Ajay Bhupathi","Kartikeya Gummakonda",1964
"4469",8162,"Ceasefire",2016,"E13",103,"Drama",5.9,"In the early 1920s, Georges Laffont, traumatized by the horrific trench warfar, decides to leave his life behind and travel to West Africa into the vast territories of Upper Volta in the ...                 »","Emmanuel Courcol","Romain Duris",382
"4470",8163,"Cold Hell",2017,"Not Rated",92,"Action",6.5,"A vicious serial killer is targeting prostitutes in Vienna, Austria. A tough young woman from Turkey, who works as a taxi driver, witnesses one of the murders and becomes a target. The police are of no help, so she must stop him herself.","Stefan Ruzowitzky","Violetta Schurawlow",1457
"4471",8164,"Naanum Rowdy Thaan",2015,"M",139,"Action",7.3,"A wannabe rowdy who falls for a hearing-impaired girl faces a dilemma when the girl makes a shocking request.","Vignesh Shivan","Vijay Sethupathi",3448
"4472",8165,"What Happened Last Night",2016,"R",90,"Comedy",3.8,"Two college students, Danny and Sarah, are strangers until they wake up together after a night of partying. Told in reverse time order, the story follows what happened the night before.","Candice T. Cain","Clayton Snyder",164
"4473",8169,"Menashe",2017,"PG",82,"Drama",6.5,"Within Brooklyn's ultra-orthodox Jewish community, a widower battles for custody of his son. A tender drama performed entirely in Yiddish, the film intimately explores the nature of faith and the price of parenthood.","Joshua Z Weinstein","Menashe Lustig",1935
"4474",8170,"Jack & Daniel",2019,"Not Rated",156,"Action",4.4,"Jack, a thief of hoodwinks the system and steals black money is chased by Daniel, a cop intent on catching him.","S.L. Puram Jayasurya","Dileep",424
"4475",8171,"Brahman Naman",2016,"R18",95,"Comedy",5.6,"A champion college quizzing team try to win the all-India finals and lose their virginities.","Qaushiq Mukherjee","Shashank Arora",1724
"4476",8173,"A Ciambra",2017,"Unrated",118,"Crime",6.9,"In A CIAMBRA, a small Romani community in Calabria, Pio Amato is desperate to grow up fast. At 14, he drinks, smokes and is one of the few to easily slide between the region's factions - ...                 »","Jonas Carpignano","Pio Amato",2059
"4477",8174,"Go Fish",2019,"PG",75,"Animation",4.3,"When a mysterious black goop reaches his idyllic undersea town, a brave and selfless parrot fish must cross the ocean to find its source and fix it before his coral reef is destroyed.","Sean Patrick O'Reilly","Kathleen Barr",85
"4478",8176,"Ovid and the Art of Love",2019,"TV-14",120,"Drama",6.4,"In this fresh retelling of the famed Ancient Roman poet's life set in contemporary Detroit, the young Ovid finds his life in danger when he clashes with the emperor by writing a guide to love and seduction.","Esmé von Hoffman","Tara Summers",74
"4479",8178,"Cardboard Boxer",2016,"Not Rated",88,"Drama",6.4,"Gentle and broken, a homeless man is coerced by two teens to fight other men on video for cash but soon finds comfort in an unlikely friend and the lost diary of a young girl.","Knate Lee","Thomas Haden Church",2609
"4480",8179,"Daaka",2019,"M",136,"Action",6,"Shinda tries robbing a bank so he can be wealthy enough to marry the love of his life. He ends up getting caught, but it turns out that he has a much bigger plan in mind, involving one of Punjab's biggest criminals.","Baljit Singh Deo","Gippy Grewal",157
"4481",8183,"Honeyglue",2015,"R",107,"Drama",6.2,"After learning she only has three months to live, Morgan flips her conservative protected life upside down. That is where she meets Jordan, a rebellious gender-defying artist, who takes her on the adventure of a lifetime.","James Bird","Adriana Mather",513
"4482",8184,"Above Ground",2017,"TV-14",90,"Crime",4.1,"A divorcée's love for her ex-husband pulls her into a deadly crime ring when he goes missing, and the local authorities refuse to search for him.","Thomas Rennier","Clayne Crawford",588
"4483",8185,"Naked Normandy",2018,"M",105,"Comedy",5.9,"A French mayor has to convince his villagers to pose naked for an American photographer.","Philippe Le Guay","François Cluzet",867
"4484",8188,"The 11th Green",2020,"Not Rated",108,"Drama",5.7,"A respected journalist uncovers the truth behind the mythology of President Eisenhower's long-alleged involvement in extraterrestrial events.","Christopher Munch","Campbell Scott",25
"4485",8189,"Great Plains",2016,"Unrated",90,"Drama",5.5,"Inspired by True Events An abused wife and mother to a young boy escapes her violent husband and heads for California with her son. She soon learns that her husband has accused her of ...                 »","Blair Hayes","Beth Grant",107
"4486",8192,"A Gentle Creature",2017,"Not Rated",143,"Drama",6.6,"A woman lives in a small village in Russia. One day she receives the parcel she sent to her husband, serving a sentence in prison. Confused and angered, she sets out to find why her package was returned to sender.","Sergey Loznitsa","Valeriu Andriuta",2001
"4487",8193,"The Island",2018,"M",134,"Comedy",6.3,"A cataclysmic event causes a man, who dreams of winning the lottery, to become stranded on an island with his co-workers.","Bo Huang","Bo Huang",1338
"4488",8205,"Dance to Death",2017,"Not Rated",90,"Action",2.7,"Moscow, 2070s. In a sealed bunker in the post-apocalyptic ruins of Moscow, young people struggle against each other in a deadly dancing tournament. Only the winners will live.","Andrey Volgin","Deni Alasaniya",784
"4489",8207,"Tik Tik Tik",2018,"Not Rated",130,"Action",6,"After discovering that an asteroid the size of a city is going to impact Earth in less than a month, India recruits a misfit team to save the country.","Shakti Soundar Rajan","Jayam Ravi",2225
"4490",8209,"Beyond the Edge",2016,"Not Rated",119,"Adventure",3.7,"A scientist and a pilot volunteer for a high profile mission to reach the end of the universe. After 13 years, the ship crashes through the end of the universe and into the unknown.","Thomas Zellen","Casper Van Dien",901
"4491",8216,"Khaidi No. 150",2017,"Not Rated",142,"Action",6,"A man (Chiranjeevi) on the wrong side of the law is moved by the plight of farmers to do the right thing.","Vinayak V.V.","Chiranjeevi",3163
"4492",8217,"Gumnaami",2019,"Not Rated",142,"Action",7.8,"Gumnaami is a film based on the Mukherjee Commission Hearings which happened from 1999 to 2005 where the three theories about Netaji 's death were discussed and debated.","Srijit Mukherji","Prasenjit Chatterjee",1335
"4493",8218,"The Wrong Nanny",2017,"TV-14",90,"Thriller",5,"Stella Armstrong hires Blake, a seemingly perfect nanny, to help with her twin baby boys, only to discover that the young woman is the daughter she gave up for adoption at birth - an act ...                 »","Craig Goldsmith","Lindsay Hartley",245
"4494",8225,"Kóblic",2016,"R",92,"Crime",6.4,"1977, during the days of the Argentinian Dictatorship. A former pilot and captain of the Argentinian Navy disobeys an order and becomes a fugitive in order to survive. He chooses to hide in...                 »","Sebastián Borensztein","Ricardo Darín",1811
"4495",8228,"The Great Father",2017,"PG",151,"Action",7.3,"A father attempting to seek justice for his daughter simultaneously crosses paths with a policeman.","Haneef Adeni","Rony David",6970
"4496",8232,"Manhattan Undying",2016,"Not Rated",90,"Drama",4.6,"A vampire seeks out an artist to paint her a portrait so that she can see her image for the first time.","Babak Payami","Luke Grimes",393
"4497",8239,"7 Chinese Brothers",2015,"Not Rated",76,"Comedy",5.6,"Sharing a small apartment with his sleepy French bulldog, an unmotivated thirty-something slacker lands a job at a Quick Lube, to be close to the shop's beautiful manager. Has he found a new purpose in life? Is there still hope?","Bob Byington","Jason Schwartzman",1411
"4498",8241,"Love O2O",2016,"TV-14",103,"Drama",6.5,"Based on the same name novel it tells a story of two popular college students who fell in love through an online game.","Tianyu Zhao","Angelababy",758
"4499",8245,"Seduction of the Flesh",2018,"Not Rated",70,"Drama",4.9,"A delicate and tenacious writer, widowed three years ago, engages in frequent conversations with a parrot. However, she's always observed by a large portion of raw meat.","Júlio Bressane","Mariana Lima",99
"4500",8247,"Any Day",2015,"Not Rated",100,"Drama",5,"An ex-fighter finds redemption from his troubled past.","Rustam Branaman","Sean Bean",1121
"4501",8251,"Queen of Spades: The Dark Rite",2015,"TV-14",92,"Horror",5.3,"There is an ancient ritual known to humankind for more than a hundred years...According to the legend, an ominous entity known as The Queen of Spades can be summoned by drawing a door and ...                 »","Svyatoslav Podgaevskiy","Alina Babak",1334
"4502",8254,"Firecrackers",2018,"TV-MA",93,"Drama",6,"A teenage girl and her friend run into problems when they plan to leave town.","Jasmin Mozaffari","Michaela Kurimsky",486
"4503",8258,"More Than Blue",2018,"M",105,"Romance",6.1,"A terminally ill man sets up his best friend, whom he has loved since high school, so that she will not be lonely after he passes away.","Gavin Lin","Ivy Yi-Han Chen",845
"4504",8259,"Shinchan: Crash! Scribble Kingdom and Almost Four Heroes",2020,"Approved",103,"Animation",8.5,"The Scribble Kingdom in the sky which charges it's life energy with scribbling is endangered when the people in the world lessen their scribbling. The military is send in to enforce more scribbling by the people of the earth.","Takahiko Kyogoku","Yumiko Kobayashi",8
"4505",8265,"Shamitabh",2015,"Not Rated",155,"Drama",6.8,"An aspiring actor with the inability to speak, joins forces with a man who has a powerful voice. Together they take the film industry by storm, but will their egos get in the way?","R. Balki","Amitabh Bachchan",6834
"4506",8266,"Zombies",2017,"Not Rated",82,"Action",2.9,"When the world is in shambles, plagued by a zombie outbreak, only the strong will survive, but just how much determination will it take? Will Luke and his crew have enough ambition and ...                 »","Hamid Torabpour","Tony Todd",724
